,Site_plot,Mahonia leschenaultii,Toddalia asiatica,Sp124858,Rubus spp,Sp105132,Sp122024,Mappia foetida,Osbeckia wightiana,Oldlendia articularis ,Gaultheria fragrantissima,Sp113255,Eurya japonica,Pilea wightii,Liana,Psychotria nilgiriensis,Sp101440,Daphniphyllum neilgherense,Sp131528,Sp132022,Piper nigrum,Elaeagnus kologa,Sp110222,Hypericum mysorense ,Sp1pVM4r,Symplocos cochinchinensis,Sp1f8pkQ,Sp18di1e,Syzygium spp,Bamboo spp,Sp1NGBvS,Cinnamomum perrottetii,SpUK1,Neolitsea zeylanica,No_pic,Potentilla indica,Sp1SvQDO,Sp1tyZZL,Rhododendron arboreum,Sp1lmWU7,Strobilanthes spp,Sp1RO5AX,Sp1ujpFP,Berberis tinctoria,Rapanea wightiana,Sp1yhVqj,Sp1FHoOe,Site.description,Plot.description,Plot,Site,Acacia,Eucalyptus,Others,Pine,Shola,Tot_bas_ar,Date,Lat.deci..N.,Long.Deci..E.,Plot.location,Elevation,Fresh.stumps,Fresh.Cuts,Logs,Canopy,Stems,Moss,Acacia.regen,Ageratina.spp.,Bamboo,Bidens.pilosa,Coffee,Cestrum,Cupress,Daphniphyllum,Eucalyptus.regen,Eupatorium,Ipomea.purpurea,Lantana,Mikania.micrantha,Other,Pine.regen,Rubus,Shola.regen,Tea,Gorse,VS1,VS2,VS3,VS4,VS5,VS6,VS7,VS8,VS9,VS10,LL,Fire,Fern,VSsum,TCI_2x2,Elevation,Aspect,Slope,TRI,shlbfr1ha,shlbfr2ha,shlbfr3ha,shlbfr4ha,shlbfr5ha,Aspect_rad,Sine.aspect,Cosine.aspect,TWI,Acacia.abv,Bamboo.abv,Cestrum.abv,Daphniphyllum.abv,Eupatorium.abv,Rubus.abv,Shola.abv,Solanum.mauritianum.abv,Others.abv,Lantana.abv,Ageratina.spp.abv,Coffee.abv,Eucalyptus.abv,Tea.abv,Mikania.micrantha.abv,Pine.abv,Acacia.blw,Bamboo.blw,Cestrum.blw,Daphniphyllum.blw,Eupatorium.blw,Rubus.blw,Shola.blw,Solanum.mauritianum.blw,Others.blw,Eucalyptus.blw,Ageratina.spp.blw,Lantana.blw,Pine.blw,Strobilanthes.spp.blw,Bidens.pilosa.blw,Coffee.blw,Ipomea.purpurea.blw,Tea.blw,Ann.Temp,Temp.seasonality,Ann.prec,Mxtmp_hotmnths,Mntmp_cldmnths,Prec_seasnlty,Prec_drymnths,Prec_cldmnths,ln_shlbfr1ha,Ln_elevation,Tot_ct_tree,ln_shlbfr2ha,ln_shlbfr3ha,ln_shlbfr4ha,ln_shlbfr5ha,Acacia.1,Eucalyptus.1,Pine.1,Shola.abv.1,Shola.blw.1,Others.1,Shola.1,rds_lngth_5ha,rds_lngth_4ha,rds_lngth_3ha,rds_lngth_2ha,rds_lngth_1ha,TPI,Agerat_Eupat,Type1,Solanum,Ageratina adenophora,Ageratum conyzoides,Ageratum houstonianum,Chromalaena odorata,Type1
113,BEX1057_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mannavannur 3,NA,1,BEX1057,0,0,0,0.341482846,0,0.341482846,24/11/20,10.17278,77.35417,1 hectare ,NA,0,0,0,77.8,31,10,0,NA,0,NA,NA,0,0,0,0,NA,NA,0,NA,0,0,0,0,NA,NA,2,2,1,1,2,3,3,1,0,1,0,1,1,16,17.06966782,2143,128.6598053,5.982685566,9.899495125,0,0,0,0,0,2.245537217,0.780868842,-0.624695007,-1.280933857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.94999981,118.6,1696.7,20.75,6.55,54.4,25.1,353.5,0,7.669961995,8,0,0,0,0,0,0,BEX1057_1,0,0,0,0,0,0,0,0,0,1,NA,Pine,0,NA,NA,NA,NA,Pine
114,BEX1057_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mannavannur 3,NA,2,BEX1057,0.288547912,0,0,0.07566226,0,0.364210172,24/11/20,10.17306,77.35444,1 hectare ,NA,0,0,1,74.6,18.25,10,44,NA,0,NA,NA,0,0,0,0,NA,NA,0,NA,0,0,0,0,NA,NA,1,2,0,3,0,2,0,2,1,0,0,1,0,11,-4.803215027,2141,132.7093811,16.13886642,22.09072113,0,0,0,0,0,2.316215648,0.734803549,-0.678279989,-0.182321563,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.94999981,118.6,1696.7,20.75,6.55,54.4,25.1,353.5,0,7.669028289,13,0,0,0,0,BEX1057_2,0,BEX1057_2,0,0,0,0,0,0,0,0,0,0.25,NA,Mixed,0,NA,NA,NA,NA,Acacia-Pine
115,BEX1061_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mannavannur 2,NA,1,BEX1061,0.254496712,0,0,0,0,0.254496712,21/11/20,10.17222,77.35861,4 hectare ,NA,0,0,4,78.6,8.5,15,0,NA,0,NA,NA,0,0,0,0,NA,NA,0,NA,0,0,0,0,NA,NA,0,1,1,3,4,2,1,1,3,3,0,0.4,0,19,-23.16784477,2158,182.7926941,18.469944,30.33150101,0,0,0,0,0,3.190334361,-0.04872241,-0.998812358,0.105360508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.14999962,118.8,1688.6,20.95,6.65,54.6,25.1,354.4,0,7.676937146,8,0,0,0,0,BEX1061_1,0,0,0,0,0,0,0,0,0,0,0,-5.25,NA,Acacia,0,NA,NA,NA,NA,Acacia
116,BEX1061_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mannavannur 2,NA,2,BEX1061,0,0,0,0.998752972,0,0.998752972,21/11/20,10.17278,77.35861,4 hectare ,NA,0,0,1,72.2,0.75,12.66666667,0,NA,0,NA,NA,0,0,0,0,NA,NA,0,NA,0,0,0,0,NA,NA,0,0,0,2,2,1,1,0,0,0,0,1,0,6,-19.56009102,2165,72.55281067,8.560761452,21.0950222,0,0,0,0,0,1.266285428,0.953993712,0.299826612,-0.587786674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.14999962,118.8,1688.6,20.95,6.65,54.6,25.1,354.4,0,7.68017564,15,0,0,0,0,0,0,BEX1061_2,0,0,0,0,0,0,0,0,0,-6.125,NA,Pine,0,NA,NA,NA,NA,Pine
117,BEX1061_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mannavannur 2,NA,3,BEX1061,0,0,0,1.030918186,0,1.030918186,21/11/20,10.17361,77.35861,4 hectare ,NA,0,0,10,75,0.75,11.9047619,0,NA,0,NA,NA,0,0,0,0,NA,NA,0,NA,0,0,0,0,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0.8,0,2,-38.20759201,2158,273.0127869,8.881295204,18.43908882,0,0,0,0,0,4.764972031,-0.99861783,0.052558823,0.664976239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.14999962,118.8,1688.6,20.95,6.65,54.6,25.1,354.4,0,7.676937146,21,0,0,0,0,0,0,BEX1061_3,0,0,0,0,0,0,0,0,0,-4.75,NA,Pine,0,NA,NA,NA,NA,Pine
118,BEX1061_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mannavannur 2,NA,4,BEX1061,0.200169172,0,0,0,0,0.200169172,21/11/20,10.17333,77.35722,4 hectare ,NA,0,0,3,76.4,34.5,41.42857143,3,NA,0,NA,NA,0,0,0,0,NA,NA,0,NA,0,0,0,0,NA,NA,5,4,2,4,2,2,2,1,0,0,0,1,0,22,33.46795654,2173,356.6335449,7.889173031,13.78404903,0,0,0,0,0,6.224429582,-0.058721925,0.998274379,-0.587786674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.94999981,118.6,1696.7,20.75,6.55,54.4,25.1,353.5,0,7.68386398,7,0,0,0,0,BEX1061_4,0,0,0,0,0,0,0,0,0,0,0,-1,NA,Acacia,0,NA,NA,NA,NA,Acacia
119,BEX1061_5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mannavannur 2,NA,5,BEX1061,0.409274894,0,0,0,0,0.409274894,23/11/20,10.17306,77.35806,1 hectare ,NA,0,0,0,75.6,32.75,10,37,NA,0,NA,NA,0,0,0,0,NA,NA,0,NA,0,0,0,0,NA,NA,1,1,2,2,0,2,3,1,1,3,0,1,0,16,7.326615334,2174,27.8972702,4.483864307,10.77032948,0,0,0,0,0,0.486899217,0.467887708,0.883787923,-0.587786674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.94999981,118.6,1696.7,20.75,6.55,54.4,25.1,353.5,0,7.684324068,17,0,0,0,0,BEX1061_5,0,0,0,0,0,0,0,0,0,0,0,1.5,NA,Acacia,0,NA,NA,NA,NA,Acacia
120,BEX1061_6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mannavannur 2,NA,6,BEX1061,0.278377911,0,0,0,0,0.278377911,23/11/20,10.1725,77.35806,1 hectare ,NA,0,0,2,76.8,33.25,10,2,NA,0,NA,NA,0,0,0,0,NA,NA,0,NA,0,0,0,0,NA,NA,0,2,3,4,3,2,3,1,5,3,0,1,0,26,42.31199265,2176,83.6598053,6.364834309,15.93737698,0,0,0,0,0,1.460139054,0.993883729,0.110431577,-1.280933857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.94999981,118.6,1696.7,20.75,6.55,54.4,25.1,353.5,0,7.685243608,12,0,0,0,0,BEX1061_6,0,0,0,0,0,0,0,0,0,0,0,0.25,NA,Acacia,0,NA,NA,NA,NA,Acacia
121,BEX1061_7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mannavannur 2,NA,7,BEX1061,0.341124747,0,0,0,0,0.341124747,23/11/20,10.17222,77.3575,4 hectare ,NA,0,0,11,75.8,28.5,30,0,NA,0,NA,NA,0,0,0,0,NA,NA,0,NA,0,0,0,0,NA,NA,2,1,2,2,2,3,2,3,2,0,0,1,0,19,-9.257206917,2167,221.7602997,17.05085182,30.90307426,0,0,0,0,0,3.87044738,-0.666015769,-0.745937662,-0.587786674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.94999981,118.6,1696.7,20.75,6.55,54.4,25.1,353.5,0,7.681099002,11,0,0,0,0,BEX1061_7,0,0,0,0,0,0,0,0,0,0,0,-5.875,NA,Acacia,0,NA,NA,NA,NA,Acacia
122,BEX1061_8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mannavannur 2,NA,8,BEX1061,0.313829675,0,0,0,0,0.313829675,23/11/20,10.17278,77.35722,4 hectare ,NA,0,0,5,61.4,28.75,11.53846154,37,NA,0,NA,NA,0,0,0,0,NA,NA,0,NA,0,0,0,0,NA,NA,2,1,1,3,5,1,3,2,1,1,0,0,0,20,83.48651886,2179,153.4349518,1.044309258,10.77032948,0,0,0,0,0,2.677945097,0.447213549,-0.894427214,-1.280933857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.94999981,118.6,1696.7,20.75,6.55,54.4,25.1,353.5,0,7.686621335,13,0,0,0,0,BEX1061_8,0,0,0,0,0,0,0,0,0,0,0,0,NA,Acacia,0,NA,NA,NA,NA,Acacia
123,BFB764_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Vagavurrai Top Division,NA,1,BFB764,0,0.144035223,0,0,0,0.144035223,22/04/21,10.1706954,77.0865128,4Ha,1813.107344,0,0,0,66.8,4.25,10,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,0,1,0,1,2,0,0,1,0,12,13,-1.140794158,1833,106.348175,32.67866516,48.1040535,0,0,0,0,0,1.856125807,0.959568965,-0.281473626,2.120263577,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,15.85000038,101.7,2863.9,23.15,9.35,57.3,32.9,397,0,7.513709248,5,0,0,0,0,0,BFB764_1,0,0,0,0,0,131,95,45,0,0,-0.5,18,Eucalyptus,0,18,0,0,0,Eucalyptus
124,BFB764_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Vagavurrai Top Division,NA,2,BFB764,0,0.174768043,0,0,0,0.174768043,22/04/21,10.1710025,77.0864367,4Ha,1837.807448,0,0,0,64.8,1,10,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,2,1,1,1,2,2,0,0,1,0,9,14,-3.416940689,1838,110.4803619,36.01173019,54.99090958,0,0,0,0,0,1.928246074,0.936792168,-0.349886317,1.427116275,0,0,0,0,0,0,1,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,15.85000038,101.7,2863.9,23.15,9.35,57.3,32.9,397,0,7.516433303,6,0,0,0,0,0,BFB764_2,0,BFB764_2,0,0,0,37,0,0,0,0,-2.75,26,Eucalyptus,0,26,0,0,0,Eucalyptus
130,BFB764_8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,18,0,0,0,0,0,0,Vagavurrai Top Division,NA,8,BFB764,0,0.027645214,0,0,0,0.027645214,22/04/21,10.171022,77.0873207,1Ha,1766.520537,0,0,1,61.4,7.75,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,2,2,3,2,0,1,0,1,0,0,21,-5.488096237,1783,106.6543045,26.61639595,37.82855988,0,0,0,0,0,1.861468775,0.958051371,-0.28659653,1.609437943,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.85000038,101.7,2863.9,23.15,9.35,57.3,32.9,397,0,7.486052618,3,0,0,0,0,0,BFB764_8,0,BFB764_8,0,0,0,111,74,42,2,0,-2.125,0,Eucalyptus,0,39,0,0,0,Eucalyptus
131,BFF977_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Near Bandar 4,Pine + eupatorium,1,BFF977,0,0,0,1.200919539,0,1.200919539,17/04/22,10.1664474,77.2812451,1Ha,2112,0,0,2,67.6,0.75,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,5,5,2,0,0,0,0,0,0,0.8,0,5,17,-0.785848498,2110,135.4735107,34.96964264,53.17894363,0,0,0,0,0,2.364458811,0.701238943,-0.712926325,0.105360508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.85000038,112.2,1780.8,20.75,6.75,53.7,24.2,325.8,0,7.654443226,22,0,0,0,0,0,0,BFF977_1,0,0,0,0,0,0,0,0,0,3.75,0,Pine,0,0,0,0,0,Pine
132,BFI1093_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Berijam,NA,1,BFI1093,0.380396229,0.022353312,0,0,0,0.402749541,07/11/20,10.16222,77.39361,4 Hectare,NA,0,0,8,76.8,21.25,22.72727273,6,NA,0,NA,NA,0,0,0,0,NA,NA,0,NA,0,0,0,0,NA,NA,4,3,1,2,2,0,2,1,0,0,0,1,3,15,-2.643980265,2209,128.2901611,16.54985619,21.84033012,0,0,0,0,0,2.239085709,0.784882788,-0.61964426,-0.587786674,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.55000019,123.6,1723.8,21.45,6.75,55.7,25.6,367,0,7.700295203,11,0,0,0,0,BFI1093_1,BFI1093_1,0,0,0,0,0,0,0,0,0,0,-1.375,NA,Mixed,0,NA,NA,NA,NA,Acacia-Eucalyptus
133,BFI1093_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Berijam,NA,2,BFI1093,0.245194105,0,0,0,0,0.245194105,07/11/20,10.16222,77.38611,4 Hectare,NA,0,0,20,79.8,23.25,24.66666667,2,NA,0,NA,NA,0,0,0,1,NA,NA,0,NA,0,0,0,0,NA,NA,1,2,3,1,2,2,2,0,0,0,0,1,0,13,1.911840558,2203,170.7066956,24.39838219,34.07344818,0,0,0,0,0,2.979393893,0.161488496,-0.986874595,-0.587786674,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13.75,123.2,1709.7,20.65,6.05,55.4,25.3,361.5,0,7.697575347,15,0,0,0,0,BFI1093_2,0,0,0,0,0,0,0,0,0,0,0,-0.625,NA,Acacia,0,NA,NA,NA,NA,Acacia
134,BFI1093_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Berijam,NA,3,BFI1093,0.35400834,0,0,0,0,0.35400834,09/11/20,10.16278,77.38778,4 Hectare,NA,0,0,6,73.4,39,15.71428571,10,NA,0,NA,NA,0,0,0,0,NA,NA,0,NA,0,0,0,0,NA,NA,4,0,4,3,1,3,0,2,0,3,0,0.8,3,20,6.842884064,2214,121.6754684,12.7462225,18.57417488,0,0,0,0,0,2.123637542,0.851036016,-0.525107322,-0.587786674,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.75,123.2,1709.7,20.65,6.05,55.4,25.3,361.5,0,7.702556113,14,0,0,0,0,BFI1093_3,0,0,0,0,0,0,0,0,0,0,0,2.125,NA,Acacia,0,NA,NA,NA,NA,Acacia
135,BFI1093_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Berijam,NA,4,BFI1093,0.292168687,0,0,0,0,0.292168687,09/11/20,10.16333,77.38778,4 Hectare,NA,0,0,1,75.2,29.25,11.33333333,32,NA,0,NA,NA,0,0,0,0,NA,NA,0,NA,0,0,0,0,NA,NA,4,3,2,3,2,1,2,1,1,0,0,1,0,19,9.439351082,2227,115.9065094,17.69272804,31.98437119,0,0,0,0,0,2.022950214,0.899508148,-0.436903985,-1.280933857,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.75,123.2,1709.7,20.65,6.05,55.4,25.3,361.5,0,7.708410667,15,0,0,0,0,BFI1093_4,0,0,0,0,0,0,0,0,0,0,0,7.375,NA,Acacia,0,NA,NA,NA,NA,Acacia
136,BFI1093_5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Berijam,NA,5,BFI1093,0.127666138,0,0,0.117161911,0,0.244828049,09/11/20,10.16222,77.38639,4 Hectare,NA,0,0,2,75.6,18.75,10,0,NA,0,NA,NA,0,0,0,0,NA,NA,0,NA,0,0,0,0,NA,NA,4,0,4,2,2,3,0,0,0,1,0,1,1,16,-5.388810635,2199,169.5625305,17.45819855,28.35489464,0,0,0,0,0,2.959424445,0.181162329,-0.983453207,-0.182321563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.75,123.2,1709.7,20.65,6.05,55.4,25.3,361.5,0,7.695757991,11,0,0,0,0,BFI1093_5,0,BFI1093_5,0,0,0,0,0,0,0,0,0,-3,NA,Mixed,0,NA,NA,NA,NA,Acacia-Pine
137,BFI1093_6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Berijam,NA,6,BFI1093,0.410778908,0,0,0,0,0.410778908,09/11/20,10.16222,77.38778,4 Hectare,NA,0,0,1,78.8,48,11.9047619,10,NA,0,NA,NA,0,0,0,0,NA,NA,0,NA,0,0,0,0,NA,NA,2,1,2,2,1,3,4,3,0,1,0,1,0,19,-13.51707458,2204,236.8886566,6.415832996,13.85640621,0,0,0,0,0,4.134487018,-0.837610583,-0.546267802,-0.587786674,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.75,123.2,1709.7,20.65,6.05,55.4,25.3,361.5,0,7.69802917,21,0,0,0,0,BFI1093_6,0,0,0,0,0,0,0,0,0,0,0,-3.25,NA,Acacia,0,NA,NA,NA,NA,Acacia
139,BFI1093_8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Berijam,NA,8,BFI1093,0.340679113,0,0,0,0,0.340679113,12/11/20,10.16306,77.38722,1 Hectare,NA,0,0,0,74.2,29.25,13.15789474,11,NA,0,NA,NA,0,0,0,0,NA,NA,0,NA,0,0,0,0,NA,NA,2,0,1,1,2,3,2,1,2,3,0,1,0,17,28.23044586,2221,260.1341858,10.85079384,21.02379608,0,0,0,0,0,4.540198039,-0.985211733,-0.1713413,-1.280933857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.75,123.2,1709.7,20.65,6.05,55.4,25.3,361.5,0,7.705712824,19,0,0,0,0,BFI1093_8,0,0,0,0,0,0,0,0,0,0,0,4.5,NA,Acacia,0,NA,NA,NA,NA,Acacia
142,BFI939_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Near De hobbit,,1,BFI939,0,0.150297971,0,0,0,0.150297971,07/04/21,10.1634854,77.2468227,1Ha,1861.947952,0,0,0,66.6,4.25,10,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,2,0,0,0,1,0,0,0,0,1,0,1,7,-23.21860313,1857,93.17983246,16.4946022,25,0,0,0,0,0,1.626294873,0.998460351,-0.05547006,2.877949238,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,14,0,0,0,0,0,0,0,15.64999962,113.5,1870.2,22.75,8.65,53.7,24.7,326.9,0,7.526717561,4,0,0,0,0,0,BFI939_1,0,0,BFI939_1,0,0,0,0,0,0,0,-1.375,26,Eucalyptus,0,26,0,0,0,Eucalyptus
143,BFI939_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,Near De hobbit,,2,BFI939,0,0.078471345,0,0,0,0.078471345,07/04/21,10.1641573,77.2469314,1Ha,1870.819691,0,0,0,72,7.75,10,0,31,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,5,4,1,1,1,2,1,1,0,0,1,0,7,16,-9.315493584,1877,171.2926331,24.55828094,35.76311111,0,0,0,0,0,2.989620432,0.151387916,-0.98847443,2.762117386,0,0,0,0,0,0,6,0,0,0,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,15.64999962,113.5,1870.2,22.75,8.65,53.7,24.7,326.9,0,7.537430037,5,0,0,0,0,0,BFI939_2,0,BFI939_2,0,0,0,0,0,0,0,0,3.125,31,Eucalyptus,0,31,0,0,0,Eucalyptus
144,BFJ976_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bhandar,Pine+ acacia,1,BFJ976,0.131525645,0,0,0,0,0.131525645,27/04/21,10.1625589,77.2794667,4Ha,2335.114861,0,0,13,76.8,7.5,10,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,1,2,2,2,1,3,2,2,3,1,0,1,21,5.169983864,2216,88.36342621,16.04336929,22.47220421,0,0,0,0,0,1.542232726,0.999592088,0.028559717,-0.587786674,0,0,0,0,0,2,2,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,13.85000038,112.2,1780.8,20.75,6.75,53.7,24.2,325.8,0,7.703459048,4,0,0,0,0,BFJ976_1,0,0,BFJ976_1,0,0,0,0,0,0,0,0,0.625,44,Acacia,0,44,0,0,0,Acacia
