,Site_plot,Mahonia leschenaultii,Toddalia asiatica,Sp124858,Rubus spp,Sp105132,Sp122024,Mappia foetida,Osbeckia wightiana,Oldlendia articularis ,Gaultheria fragrantissima,Sp113255,Eurya japonica,Pilea wightii,Liana,Psychotria nilgiriensis,Sp101440,Daphniphyllum neilgherense,Sp131528,Sp132022,Piper nigrum,Elaeagnus kologa,Sp110222,Hypericum mysorense ,Sp1pVM4r,Symplocos cochinchinensis,Sp1f8pkQ,Sp18di1e,Syzygium spp,Bamboo spp,Sp1NGBvS,Cinnamomum perrottetii,SpUK1,Neolitsea zeylanica,No_pic,Potentilla indica,Sp1SvQDO,Sp1tyZZL,Rhododendron arboreum,Sp1lmWU7,Strobilanthes spp,Sp1RO5AX,Sp1ujpFP,Berberis tinctoria,Rapanea wightiana,Sp1yhVqj,Sp1FHoOe,Site.description,Plot.description,Plot,Site,Acacia,Eucalyptus,Others,Pine,Shola,Tot_bas_ar,Date,Lat.deci..N.,Long.Deci..E.,Plot.location,Elevation,Fresh.stumps,Fresh.Cuts,Logs,Canopy,Stems,Moss,Acacia.regen,Ageratina.spp.,Bamboo,Bidens.pilosa,Coffee,Cestrum,Cupress,Daphniphyllum,Eucalyptus.regen,Eupatorium,Ipomea.purpurea,Lantana,Mikania.micrantha,Other,Pine.regen,Rubus,Shola.regen,Tea,Gorse,VS1,VS2,VS3,VS4,VS5,VS6,VS7,VS8,VS9,VS10,LL,Fire,Fern,VSsum,TCI_2x2,Elevation,Aspect,Slope,TRI,shlbfr1ha,shlbfr2ha,shlbfr3ha,shlbfr4ha,shlbfr5ha,Aspect_rad,Sine.aspect,Cosine.aspect,TWI,Acacia.abv,Bamboo.abv,Cestrum.abv,Daphniphyllum.abv,Eupatorium.abv,Rubus.abv,Shola.abv,Solanum.mauritianum.abv,Others.abv,Lantana.abv,Ageratina.spp.abv,Coffee.abv,Eucalyptus.abv,Tea.abv,Mikania.micrantha.abv,Pine.abv,Acacia.blw,Bamboo.blw,Cestrum.blw,Daphniphyllum.blw,Eupatorium.blw,Rubus.blw,Shola.blw,Solanum.mauritianum.blw,Others.blw,Eucalyptus.blw,Ageratina.spp.blw,Lantana.blw,Pine.blw,Strobilanthes.spp.blw,Bidens.pilosa.blw,Coffee.blw,Ipomea.purpurea.blw,Tea.blw,Ann.Temp,Temp.seasonality,Ann.prec,Mxtmp_hotmnths,Mntmp_cldmnths,Prec_seasnlty,Prec_drymnths,Prec_cldmnths,ln_shlbfr1ha,Ln_elevation,Tot_ct_tree,ln_shlbfr2ha,ln_shlbfr3ha,ln_shlbfr4ha,ln_shlbfr5ha,Acacia.1,Eucalyptus.1,Pine.1,Shola.abv.1,Shola.blw.1,Others.1,Shola.1,rds_lngth_5ha,rds_lngth_4ha,rds_lngth_3ha,rds_lngth_2ha,rds_lngth_1ha,TPI,Agerat_Eupat,Type1,Solanum,Ageratina adenophora,Ageratum conyzoides,Ageratum houstonianum,Chromalaena odorata,Type1
82,BDZ967_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Near Tamilnadu Border,NA,3,BDZ967,0.232230935,0,0,0,0,0.232230935,14/04/21,10.1958044,77.2731956,4Ha,2293.764004,0,0,0,74.8,9.75,25,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,1,1,0,1,0,1,0,0,11,57.21961212,2287,0,3.259894371,12.08304596,0,0,0,0,0,0,0,1,-1.280933857,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.14999962,109.9,1785.5,20.85,7.25,53.1,24.7,338.7,0,7.734996194,8,0,0,0,0,BDZ967_3,0,0,BDZ967_3,0,0,0,0,0,0,0,0,3.25,0,Acacia,0,0,0,0,0,Acacia
83,BDZ967_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Near Tamilnadu Border,NA,4,BDZ967,0.264260868,0,0,0,0,0.264260868,14/04/21,10.195399,77.27292,1Ha,2275.35934,0,0,0,67,9,35,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,3,1,0,1,0,3,11,3.665483236,2284,256.3902588,21.86136627,34.98571014,0,0,0,0,0,4.474854186,-0.971921009,-0.235307359,-1.280933857,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,14.14999962,109.9,1785.5,20.85,7.25,53.1,24.7,338.7,0,7.733683571,8,0,0,0,0,BDZ967_4,0,0,0,0,0,0,0,0,0,0,0,4.5,6,Acacia,0,6,0,0,0,Acacia
89,BEL955_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Vattavada_eucalyptus,Eucalyptus,1,BEL955,0,0.284489461,0,0,0,0.284489461,04/04/21,10.1846933,77.2616236,1Ha,1691.117881,4,0,0,74.4,5.25,11.81818182,5,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,8,0,0,3,1,0,0,0,0,1,0,1,1,1,0,0,7,-11.17901134,1691,244.6538239,19.0224514,29.66479301,0,0,0,0,0,4.270014755,-0.903737838,-0.428086347,2.762117386,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,16.85000038,112.9,1812.1,23.75,9.95,53.2,24.7,334.9,0,7.433075349,11,0,0,0,0,0,BEL955_1,0,0,BEL955_1,0,0,0,0,0,0,0,-3.75,5,Eucalyptus,0,0,0,0,5,Eucalyptus
90,BEL955_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Vattavada_eucalyptus,Eucalyptus,2,BEL955,0,0.120432545,0,0,0,0.120432545,04/04/21,10.1842477,77.2619221,1Ha,1669.291851,0,0,1,65.4,10.5,10,1,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,4,0,0,1,2,1,1,2,1,0,0,1,0,1,0,1,9,1.843753457,1691,243.4349518,34.86105728,54.08327103,0,0,0,0,0,4.248741423,-0.894427214,-0.447213549,0.105360508,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,16.85000038,112.9,1812.1,23.75,9.95,53.2,24.7,334.9,0,7.433075349,5,0,0,0,0,0,BEL955_2,0,BEL955_2,BEL955_2,0,0,0,0,0,0,0,-6.375,4,Eucalyptus,0,0,0,0,4,Eucalyptus
91,BEO992_1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Pilini palam,Eucalyptus + Aciaca,1,BEO992,0.019106551,0.582164909,0,0,0,0.60127146,14/01/22,10.1818617,77.2954137,1Ha,1975.88916,0,0,3,50,13.25,10,12,46,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22,0,0,5,3,1,0,2,1,2,0,3,4,1,0,3,21,6.592710972,1954,332.9691467,24.15477562,35.52463913,0,0,0,0,0,5.811407917,-0.454470233,0.890761925,-1.280933857,10,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,2,0,0,0,0,2,24,0,0,0,9,0,0,0,0,0,0,0,15.14999962,114.5,1753.3,21.95,8.15,53.5,24.5,336.5,0,7.577633833,6,0,0,0,0,BEO992_1,BEO992_1,0,0,BEO992_1,0,0,0,0,0,0,0,3.5,46,Mixed,0,46,0,0,0,Acacia-Eucalyptus
92,BEO992_2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pilini palam,Eucalyptus + Aciaca,2,BEO992,0.023204791,0.786901827,0,0,0,0.810106618,14/01/22,10.18152,77.2956158,1Ha,1999.016113,0,0,2,56,10.5,10,10,15,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,5,2,0,0,0,0,1,2,3,4,1,0,0,17,-1.736855149,1976,323.6156616,21.07390404,30.57777023,0,0,0,0,0,5.648158806,-0.59319885,0.805055976,-0.587786674,3,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,13,0,1,0,0,0,0,0,15.14999962,114.5,1753.3,21.95,8.15,53.5,24.5,336.5,0,7.588829878,6,0,0,0,0,BEO992_2,BEO992_2,0,BEO992_2,BEO992_2,0,0,0,0,0,0,0,-3.625,15,Mixed,0,15,0,0,0,Acacia-Eucalyptus
93,BER779_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,Gundumalai,NA,1,BER779,0,0.427529966,0,0,0,0.427529966,23/04/21,10.1797462,77.1016198,4Ha,1463.081565,0,0,0,50.4,13.25,10,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,2,4,2,2,2,2,0,2,0,0,1,0,0,16,9.545742035,1454,68.83873749,28.60735703,46.31414413,551,2719,5969,10375,14607,1.201462622,0.932568081,0.360994146,-1.280933857,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,19.04999924,103.4,2698.4,26.35,12.55,56.2,32,388.5,6.313548046,7.282073658,6,7.908387159,8.694502206,9.247250726,9.589324603,0,BER779_1,0,BER779_1,0,0,0,0,0,0,0,0,6.875,4,Eucalyptus,0,4,0,0,0,Eucalyptus
94,BER779_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Gundumalai,NA,2,BER779,0,0.138257899,0,0,0,0.138257899,23/04/21,10.1801501,77.1014999,4Ha,1470.28638,0,0,0,42.8,12.25,10,0,0,5,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,3,5,4,3,0,1,0,0,0,0,1,0,0,16,-0.212322444,1451,74.1342926,22.0627594,32.66496658,1855,4109,6243,7996,10326,1.293887495,0.961905107,0.273383549,0.79850769,0,3,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.04999924,103.4,2698.4,26.35,12.55,56.2,32,388.5,7.526178913,7.280008253,3,8.321178307,8.739376282,8.98682175,9.242517104,0,BER779_2,0,BER779_2,0,0,0,0,0,0,0,0,2.625,0,Eucalyptus,0,0,0,0,0,Eucalyptus
95,BER779_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,Gundumalai,NA,3,BER779,0,0.228252062,0,0,0,0.228252062,23/04/21,10.1803479,77.1010096,1Ha,1580.374851,0,0,0,75.4,5.5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,3,4,4,3,3,3,1,0,0,1,0,0,22,1.949211359,1461,73.36904907,18.25081635,27.80287743,4902,7086,8864,9982,10642,1.280531475,0.958168107,0.286206007,0.91629076,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.04999924,103.4,2698.4,26.35,12.55,56.2,32,388.5,8.497602542,7.286876412,7,8.866017399,9.089866219,9.208638925,9.272657678,0,BER779_3,0,BER779_3,0,0,0,0,0,0,0,0,0.875,0,Eucalyptus,0,0,0,0,0,Eucalyptus
96,BER779_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,Gundumalai,NA,4,BER779,0,0.107461418,0,0,0,0.107461418,23/04/21,10.1800903,77.1010103,1Ha,1495.229857,0,0,0,76.6,5.25,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,4,4,3,5,2,2,1,0,0,1,0,0,22,-10.52778625,1458,53.59591293,26.72441673,49.16299438,5899,8601,10442,10794,10794,0.935425146,0.804851465,0.5934763,0.664976239,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.04999924,103.4,2698.4,26.35,12.55,56.2,32,388.5,8.68270763,7.284820913,6,9.059750013,9.253687176,9.286838343,9.286838343,0,BER779_4,0,BER779_4,0,0,0,0,0,0,0,0,-11.125,0,Eucalyptus,0,0,0,0,0,Eucalyptus
99,BER779_7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,Gundumalai,NA,7,BER779,0,0.325941366,0,0,0,0.325941366,23/04/21,10.180754,77.1003203,4Ha,1502.561486,0,0,0,68.2,6.75,10,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,2,3,2,2,3,2,1,0,0,1,0,7,16,-2.82229805,1493,85.34664917,35.3228302,53.31041336,195,1726,3572,5611,8704,1.489580034,0.996703769,0.081127038,1.810108542,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,19.04999924,103.4,2698.4,26.35,12.55,56.2,32,388.5,5.278114659,7.308542798,7,7.454141078,8.181160858,8.632662441,9.071652852,0,BER779_7,0,BER779_7,BER779_7,0,0,0,0,0,0,0,0.5,7,Eucalyptus,0,7,0,0,0,Eucalyptus
100,BER779_8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gundumalai,NA,8,BER779,0,0.101604516,0,0,0,0.101604516,23/04/21,10.180631,77.1013504,4Ha,1468.353265,0,0,0,57.4,8.75,10,0,1,13,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,2,4,5,3,2,2,2,0,0,1,0,0,21,4.200097084,1448,64.44003296,27.59124947,41.1096077,1729,3897,5096,6009,7107,1.124690745,0.902134208,0.431455527,1.021651268,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.04999924,103.4,2698.4,26.35,12.55,56.2,32,388.5,7.455876687,7.277938573,5,8.26821888,8.53640741,8.701180028,8.868976189,0,BER779_8,0,0,0,0,0,0,0,0,0,0,5.25,1,Eucalyptus,0,1,0,0,0,Eucalyptus
101,BES992_1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Peldipallam 2nd plot,Aciaca +Eucalyptus,1,BES992,0.482525956,0,0,0,0,0.482525956,13/01/22,10.1777389,77.2953825,1Ha,1994.015869,0,0,7,53.8,6.5,20,5,125,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,5,5,4,1,3,4,2,0,0,1,1,0,1,25,5.786718369,1997,3.012786865,8.80047226,20.78460884,0,0,0,0,0,0.05258305,0.052558822,0.99861783,-0.587786674,0,0,0,0,0,8,8,0,0,0,100,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,25,0,0,0,0,0,0,0,15.14999962,114.5,1753.3,21.95,8.15,53.5,24.5,336.5,0,7.599401333,6,0,0,0,0,BES992_1,0,0,BES992_1,BES992_1,0,0,0,0,0,0,0,-3.75,125,Acacia,0,125,0,0,0,Acacia
102,BES992_2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Peldipallam 2nd plot,Aciaca,2,BES992,0.206408046,0,0,0,0,0.206408046,13/01/22,10.1781631,77.2954228,1Ha,1994.068359,0,0,4,36.8,6.5,25,5,85,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,4,1,0,1,0,1,2,2,1,1,0,0,17,-10.33760071,1991,55.68491364,17.34421158,22.75961304,0,0,0,0,0,0.971885087,0.825949886,0.563743547,-0.182321563,4,0,0,0,0,1,1,0,0,0,75,0,0,0,0,0,1,0,0,0,0,3,3,0,0,0,10,0,0,0,0,0,0,0,15.14999962,114.5,1753.3,21.95,8.15,53.5,24.5,336.5,0,7.596392304,4,0,0,0,0,BES992_2,0,0,BES992_2,BES992_2,0,0,0,0,0,0,0,1.25,85,Acacia,0,85,0,0,0,Acacia
103,BET992_1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Peldipallam 1st,Eucalyptus+Aciaca,1,BET992,0.335625944,0,0,0,0,0.335625944,13/01/22,10.1768294,77.2954972,1Ha,2018.64209,0,0,4,54.6,3.75,30,8,125,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,5,4,2,1,2,0,0,0,1,1,1,0,19,16,-15.07970238,2004,94.5739212,11.63868618,15.96871948,0,0,0,0,0,1.650626311,0.996815279,-0.079745221,0.105360508,5,0,0,0,0,2,2,0,0,0,125,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.14999962,114.5,1753.3,21.95,8.15,53.5,24.5,336.5,0,7.602900462,6,0,0,0,0,BET992_1,0,0,BET992_1,0,0,0,0,0,0,0,0,-1.375,125,Acacia,0,125,0,0,0,Acacia
104,BET992_2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Peldipallam 1st,Eucalyptus + Aciaca,2,BET992,0.480552435,0.126337194,0,0,0,0.606889629,13/01/22,10.1772926,77.2952907,1Ha,2007.268066,0,0,6,78.4,10.25,12.85714286,9,51,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,5,3,2,1,0,1,3,2,3,3,1,0.2,6,23,31.62689781,2013,71.56504822,8.849356651,15.90597343,0,0,0,0,0,1.249045721,0.948683282,0.316227815,-1.280933857,1,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,8,0,0,0,0,1,4,0,0,0,11,0,0,0,0,0,0,0,15.14999962,114.5,1753.3,21.95,8.15,53.5,24.5,336.5,0,7.607381426,7,0,0,0,0,BET992_2,BET992_2,0,0,BET992_2,0,0,0,0,0,0,0,3.375,51,Mixed,0,51,0,0,0,Acacia-Eucalyptus
105,BEV1067_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mannavannur ,NA,1,BEV1067,0,0,0,0.806541547,0,0.806541547,20/11/20,10.17444,77.36306,4 hectare ,NA,0,0,3,81.6,0,18.88888889,0,NA,0,NA,NA,0,0,0,0,NA,NA,0,NA,0,0,0,0,NA,NA,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-28.36284256,2118,292.619873,12.03796673,19.31320763,0,0,0,0,0,5.107180241,-0.923076869,0.384615514,1.11696136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.14999962,118.8,1688.6,20.95,6.65,54.6,25.1,354.4,0,7.658227526,9,0,0,0,0,0,0,BEV1067_1,0,0,0,0,0,0,0,0,0,-1.375,NA,Pine,0,NA,NA,NA,NA,Pine
106,BEV1067_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mannavannur ,NA,2,BEV1067,0,0,0,1.138451223,0,1.138451223,20/11/20,10.175,77.36278,4 hectare ,NA,0,0,6,75.4,0,10,0,NA,0,NA,NA,0,0,0,0,NA,NA,0,NA,0,0,0,0,NA,NA,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-3.108181,2114,214.7651978,22.89163208,42.10700607,0,0,0,0,0,3.74835982,-0.570214686,-0.821495716,0.664976239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.14999962,117.8,1678.2,20.85,6.65,54.5,25,355.1,0,7.656337166,9,0,0,0,0,0,0,BEV1067_2,0,0,0,0,0,0,0,0,0,-9.625,NA,Pine,0,NA,NA,NA,NA,Pine
107,BEV1067_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mannavannur ,NA,3,BEV1067,0,0,0,1.179131227,0,1.179131227,20/11/20,10.175,77.36389,1 hectare ,NA,0,0,1,73,0,14.44444444,0,NA,0,NA,NA,0,0,0,0,NA,NA,0,NA,0,0,0,0,NA,NA,2,0,0,0,0,0,0,0,0,0,0,1,0,2,7.669460773,2138,198.4349518,10.93275452,18.27566719,0,0,0,0,0,3.46334326,-0.316227815,-0.948683282,-1.280933857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.14999962,117.8,1678.2,20.85,6.65,54.5,25,355.1,0,7.667626092,9,0,0,0,0,0,0,BEV1067_3,0,0,0,0,0,0,0,0,0,3.5,NA,Pine,0,NA,NA,NA,NA,Pine
108,BEV1067_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mannavannur ,NA,4,BEV1067,0,0,0,1.292958842,0,1.292958842,20/11/20,10.17528,77.36417,4 hectare ,NA,0,0,10,79.6,0.5,10,0,NA,0,NA,NA,0,0,0,0,NA,NA,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10.67064381,2142,185.6482544,20.40840721,33.33166504,0,0,0,0,0,3.24017329,-0.098421044,-0.995144863,-0.587786674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.14999962,117.8,1678.2,20.85,6.65,54.5,25,355.1,0,7.669495251,7,0,0,0,0,0,0,BEV1067_4,0,0,0,0,0,0,0,0,0,-2.375,NA,Pine,0,NA,NA,NA,NA,Pine
109,BEV1067_5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mannavannur ,NA,5,BEV1067,0,0,0,0.297388969,0,0.297388969,20/11/20,10.17444,77.36417,4 hectare ,NA,0,0,1,77.4,7.5,10,0,NA,0,NA,NA,0,0,0,0,NA,NA,0,NA,0,0,0,0,NA,NA,3,1,1,1,0,1,0,1,1,0,0,1,0,9,-7.942247391,2132,343.3930054,13.61369896,26.81417465,0,0,0,0,0,5.993338573,-0.285805356,0.958287691,-0.182321563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.14999962,118.8,1688.6,20.95,6.65,54.6,25.1,354.4,0,7.664815785,5,0,0,0,0,0,0,BEV1067_5,0,0,0,0,0,0,0,0,0,-6.375,NA,Pine,0,NA,NA,NA,NA,Pine
110,BEV1067_6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mannavannur ,NA,6,BEV1067,0,0.191375861,0,1.1394539,0,1.330829761,20/11/20,10.17417,77.36417,4 hectare ,NA,0,0,0,77.8,0,10,0,NA,0,NA,NA,0,0,0,0,NA,NA,0,NA,0,0,0,0,NA,NA,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1.362446189,2147,345.9637451,25.17087936,35,0,0,0,0,0,6.038206445,-0.242535819,0.970142452,-0.587786674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.14999962,118.8,1688.6,20.95,6.65,54.6,25.1,354.4,0,7.671826798,11,0,0,0,0,0,BEV1067_6,BEV1067_6,0,0,0,0,0,0,0,0,0,-0.375,NA,Mixed,0,NA,NA,NA,NA,Eucalyptus-Pine
111,BEV1067_7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mannavannur ,NA,7,BEV1067,0,0,0,0.779596615,0,0.779596615,20/11/20,10.17444,77.36333,1 hectare ,NA,0,0,6,70.2,0.5,10,0,NA,0,NA,NA,0,0,0,0,NA,NA,0,NA,0,0,0,0,NA,NA,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-21.89478874,2122,313.4518433,12.07995605,21.37755775,0,0,0,0,0,5.470766712,-0.725952672,0.687744661,0.664976239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.14999962,118.8,1688.6,20.95,6.65,54.6,25.1,354.4,0,7.660114319,6,0,0,0,0,0,0,BEV1067_7,0,0,0,0,0,0,0,0,0,-2.875,NA,Pine,0,NA,NA,NA,NA,Pine
112,BEV1067_8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mannavannur ,NA,8,BEV1067,0,0,0,0.414908979,0,0.414908979,20/11/20,10.17417,77.36278,4 hectare ,NA,0,0,0,81.2,3,14.61538462,0,NA,0,NA,NA,0,0,0,0,NA,NA,0,NA,0,0,0,0,NA,NA,2,0,3,1,0,2,0,0,1,1,0,1,7,10,-19.30596542,2119,331.3895264,11.54924393,20.76054001,0,0,0,0,0,5.783838342,-0.478852344,0.877895456,0.664976239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.14999962,118.8,1688.6,20.95,6.65,54.6,25.1,354.4,0,7.658699558,13,0,0,0,0,0,0,BEV1067_8,0,0,0,0,0,0,0,0,0,-0.875,NA,Pine,0,NA,NA,NA,NA,Pine
